id_cliente,Recency,Frequency,Monetary,horario_promedio,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,pais_Australia,pais_Austria,pais_Bahrain,pais_Belgium,pais_Brazil,pais_Canada,pais_Channel Islands,pais_Cyprus,pais_Czech Republic,pais_Denmark,pais_EIRE,pais_European Community,pais_Finland,pais_France,pais_Germany,pais_Greece,pais_Iceland,pais_Israel,pais_Italy,pais_Japan,pais_Lebanon,pais_Lithuania,pais_Malta,pais_Netherlands,pais_Norway,pais_Poland,pais_Portugal,pais_RSA,pais_Saudi Arabia,pais_Singapore,pais_Spain,pais_Sweden,pais_Switzerland,pais_USA,pais_United Arab Emirates,pais_Unspecified
12370.0,52,4,3421.94,13,1744.27,0.0,0.0,938.39,0.0,0.0,0.0,0.0,0.0,0.0,739.28,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12371.0,60,1,1527.96,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1527.96,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
12372.0,72,3,1196.04,11,0.0,0.0,363.22,0.0,0.0,479.7,0.0,0.0,0.0,353.12,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12373.0,312,1,324.6,13,0.0,0.0,324.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12374.0,26,1,622.93,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.93,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12375.0,11,2,377.5,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.3,0.0,187.2,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12377.0,316,2,1548.12,12,1001.52,546.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
12378.0,130,1,4008.62,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4008.62,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
12379.0,82,2,777.24,13,0.0,0.0,0.0,0.0,0.0,0.0,414.84,0.0,0.0,362.4,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12380.0,22,4,2427.81,12,0.0,0.0,0.0,0.0,0.0,0.0,562.55,0.0,0.0,572.01,396.86,896.39,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12381.0,5,3,1474.81,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.74,0.0,0.0,339.06,107.01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
12383.0,185,5,1628.56,13,555.72,591.16,0.0,285.07,127.16,0.0,69.45,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12384.0,29,2,425.27,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.69,0.0,0.0,212.58,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
12386.0,338,2,401.9,10,258.9,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12388.0,16,6,2780.66,12,0.0,431.3,124.05,210.9,0.0,0.0,0.0,902.09,0.0,825.92,0.0,286.4,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12390.0,80,1,504.84,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.84,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12391.0,22,1,439.66,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.66,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12393.0,73,4,1582.6,12,0.0,639.5,0.0,0.0,421.6,0.0,0.0,0.0,0.0,521.5,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12394.0,64,2,1080.48,12,0.0,0.0,0.0,0.0,0.0,351.08,0.0,0.0,0.0,0.0,729.4,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12394.0,64,2,1080.48,12,0.0,0.0,0.0,0.0,0.0,351.08,0.0,0.0,0.0,0.0,729.4,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12395.0,20,12,2682.63,14,589.92,0.0,216.51,281.5,0.0,301.79,148.9,0.0,135.95,0.0,316.68,691.38,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12397.0,36,2,2214.9,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109.81,0.0,0.0,0.0,1105.09,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12398.0,46,1,1435.66,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1435.66,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
12399.0,120,4,1033.65,10,0.0,0.0,0.0,273.05,0.0,450.9,115.08,0.0,194.62,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12401.0,304,1,69.3,13,0.0,0.0,69.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12402.0,324,1,195.6,13,0.0,195.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12403.0,50,1,391.7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.7,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12405.0,149,1,1390.39,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1390.39,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12406.0,23,2,3415.3,15,0.0,0.0,0.0,0.0,0.0,0.0,1621.25,0.0,0.0,0.0,0.0,1794.05,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12407.0,50,5,1507.12,11,0.0,0.0,0.0,211.3,239.66,0.0,0.0,791.4,0.0,0.0,264.76,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12408.0,33,5,2618.55,12,0.0,0.0,0.0,762.59,0.0,0.0,594.18,0.0,0.0,582.28,0.0,679.5,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12409.0,79,3,11072.67,11,0.0,0.0,0.0,0.0,0.0,0.0,6207.08,0.0,0.0,4865.59,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
12410.0,309,2,533.33,10,0.0,0.0,533.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
12412.0,75,3,1142.88,12,0.0,0.0,0.0,0.0,0.0,0.0,478.5,358.24,0.0,306.14,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12413.0,67,3,686.1,14,0.0,425.25,0.0,0.0,84.65,0.0,0.0,0.0,0.0,0.0,176.2,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12414.0,218,3,442.41,13,0.0,0.0,113.76,0.0,202.8,125.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12415.0,25,20,124564.53,11,0.0,7092.98,14022.92,16726.84,0.0,12691.16,23426.81,2955.01,21880.44,2941.72,16471.77,6354.88,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12417.0,4,9,3226.1,13,261.34,293.44,0.0,365.0,352.3,0.0,392.19,0.0,819.25,0.0,417.85,0.0,324.73,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12417.0,4,9,3226.1,13,261.34,293.44,0.0,365.0,352.3,0.0,392.19,0.0,819.25,0.0,417.85,0.0,324.73,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
12418.0,113,1,668.58,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.58,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
12420.0,64,1,600.39,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.39,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12421.0,16,4,639.04,12,0.0,129.45,0.0,0.0,0.0,0.0,183.35,0.0,175.76,0.0,0.0,150.48,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
12422.0,96,3,683.56,11,0.0,238.5,0.0,0.0,0.0,0.0,297.36,0.0,0.0,147.7,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12422.0,96,3,683.56,11,0.0,238.5,0.0,0.0,0.0,0.0,297.36,0.0,0.0,147.7,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
12423.0,1,8,1634.31,10,192.93,0.0,177.31,317.35,225.36,303.82,69.92,0.0,153.98,0.0,0.0,0.0,193.64,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12424.0,163,2,1760.96,12,0.0,0.0,0.0,0.0,0.0,0.0,1760.96,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12425.0,79,1,777.2,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
12426.0,195,1,510.73,12,0.0,0.0,0.0,0.0,0.0,510.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12427.0,22,3,699.8,12,249.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.58,203.72,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12428.0,26,8,6405.26,10,0.0,0.0,0.0,4865.62,253.72,0.0,0.0,472.44,485.14,0.0,0.0,328.34,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12429.0,10,4,3388.4,13,1137.5,0.0,0.0,0.0,381.98,0.0,963.4,0.0,0.0,0.0,0.0,905.52,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12429.0,10,4,3388.4,13,1137.5,0.0,0.0,0.0,381.98,0.0,963.4,0.0,0.0,0.0,0.0,905.52,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12430.0,44,1,216.4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.4,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
12431.0,36,15,6314.95,11,706.45,384.68,977.65,0.0,0.0,947.25,0.0,1107.28,608.76,0.0,981.44,601.44,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12431.0,36,15,6314.95,11,706.45,384.68,977.65,0.0,0.0,947.25,0.0,1107.28,608.76,0.0,981.44,601.44,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12432.0,43,4,4359.32,12,0.0,0.0,0.0,0.0,0.0,0.0,3316.66,0.0,0.0,0.0,1042.66,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
12433.0,1,7,13375.87,13,3787.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2608.11,1498.66,2843.29,2638.69,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
12434.0,85,2,806.14,12,0.0,0.0,0.0,286.25,0.0,0.0,0.0,0.0,0.0,519.89,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12435.0,80,2,7829.89,8,0.0,0.0,0.0,3978.99,0.0,0.0,0.0,0.0,0.0,3850.9,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12436.0,100,1,429.01,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.01,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
12437.0,2,18,4447.41,12,0.0,338.7,536.26,129.71,191.1,563.32,447.64,0.0,0.0,503.28,227.46,1398.04,111.9,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12438.0,15,2,2466.85,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.07,0.0,0.0,0.0,1696.78,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
12441.0,367,1,155.55,10,155.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12442.0,4,1,144.06,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.06,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
12444.0,22,5,4085.46,12,0.0,0.0,0.0,0.0,0.0,0.0,1870.2,0.0,477.07,482.54,559.01,696.64,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
12445.0,23,1,77.4,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.4,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
12446.0,58,1,1002.31,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.31,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
12447.0,244,1,431.49,13,0.0,0.0,0.0,0.0,431.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12448.0,45,1,365.45,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.45,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
12449.0,23,4,3596.29,12,0.0,0.0,0.0,0.0,0.0,0.0,768.93,0.0,687.95,922.7,0.0,1216.71,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12450.0,157,2,197.88,14,0.0,0.0,0.0,0.0,0.0,0.0,101.88,96.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
12451.0,11,5,8995.52,12,0.0,2919.51,0.0,0.0,0.0,2388.31,0.0,0.0,0.0,0.0,2539.56,1148.14,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
12452.0,17,1,348.57,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.57,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
12453.0,135,1,707.09,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.09,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
